,title,doi,publisher
1063,"Curcumin-encased hydroxyapatite nanoparticles as novel biomaterials for antimicrobial, antioxidant and anticancer applications: A perspective of nano-based drug delivery",10.1016/j.jddst.2020.101752,Elsevier BV
1064,"CUR Decompositions, Approximations, and Perturbations",10.2969/aspm/00510135,Mathematical Society of Japan
1065,Current and Promising Approaches to Identify Horizontal Gene Transfer Events in Metagenomes,10.1093/gbe/evz184,Oxford University Press (OUP)
1066,Current Status of Space Radiobiological Studies in China,10.1016/j.lssr.2019.05.001,Elsevier BV
1067,Current therapy for chronic hepatitis C: The role of direct-acting antivirals,10.1016/j.antiviral.2017.02.014,Elsevier BV
1068,Current Trends of Artificial Intelligence in Nanosciences Application,10.11648/j.ns.20190404.14,Science Publishing Group
1069,” Cute Is a Word That Only Women Use”–Linguistic Stereotyping in the Contemporary Hollywood Blockbuster,10.5040/9781628929201.ch-001,Continuum
1070,CybORG: An Autonomous Cyber Operations Research Gym,10.5209/tekn.55441,Universidad Complutense de Madrid (UCM)
1071,Cytokeratin 18 and Transient Elastography with Con-trolled Attenuation Parameter as Screening Tools for Nonalcoholic Steatohepatitis in HIV Mono-Infected Patients,10.1371/journal.pone.0191985,Public Library of Science (PLoS)
1072,"Cytoprotective and antioxidant properties of organic selenides for the myelin-forming cells, oligodendrocytes",10.1016/j.bioorg.2018.05.019,Elsevier BV
1073,D5. 2 TANGO Toolbox–Scientific Report,10.1002/chin.201249268,Wiley
1074,DAIRYdb: a manually curated reference database for improved taxonomy annotation of 16S rRNA gene sequences from dairy products,10.1101/386151,Cold Spring Harbor Laboratory
1075,"Dammit Jim, I'ma doctor, not a bioinformatician!” Christophe Lambert May 12, 2011 7 Comments on “Dammit Jim, I'ma doctor, not a bioinformatician!",10.1525/fq.2011.64.3.12,University of California Press
1076,Danger and Vulnerability in the American Imagination: Crash and Burn,10.1353/san.2018.0006,Project Muse
1077,Danger matrix molecules orchestrate CD14/CD44 signaling in cancer development,10.1016/j.semcancer.2019.07.026,Elsevier BV
1078,Daphnia magna and Xenopus laevis as in vivo models to probe toxicity and uptake of quantum dots functionalized with gH625,10.2147/ijn.s127226,Informa UK Limited
1079,DaReUS-Loop: accurate loop modeling using fragments from remote or unrelated proteins,10.1038/s41598-018-32079-w,Springer Science and Business Media LLC
1080,Dark matter annihilation in ω Centauri: Astrophysical implications derived from the MWA radio data,10.1016/j.dark.2020.100689,Elsevier BV
1081,Dark matter map hints at cracks in our understanding of the universe,10.1016/s0262-4079(20)31349-x,Elsevier BV
1082,Darwinian Evolution of Molecules,10.1007/978-981-10-8724-0,Springer Singapore
1083,Data and Models Integration in Biomedical Information Systems,10.3403/30321991,BSI British Standards
1084,Data Citation Enters the (year of the) Dragon,10.7717/peerj.175/fig-2,PeerJ
1085,Data-derived metrics describing the behaviour of field-based citizen scientists provide insights for project design and modelling bias,10.1038/s41598-020-67658-3,Springer Science and Business Media LLC
1086,Data-Driven Design of Spontaneously-Organized Super-Peptides on Atomic Single Layer Solids,10.1038/srep33778,Springer Science and Business Media LLC
1087,Data-Driven Maintenance: Combining Predictive Maintenance and Mixed Reality-supported Remote Assistance,10.1016/j.promfg.2020.04.022,Elsevier BV
1088,Data Intensive Software Publishing & Sailing The Code Ocean. Q&A With Ruibang Luo.,10.1109/icsm.1995.526533,IEEE Comput. Soc. Press
1089,daTALbase: a database for genomic and transcriptomic data related to TAL effectors.,10.1094/mpmi-06-17-0153-fi,Scientific Societies
1090,"Data management in computational systems biology: exploring standards, tools, databases, and packaging best practices",10.1007/978-1-4939-9736-7_17,Springer New York
1091,DaTo: an atlas of biological databases and tools,10.1515/jib-2016-297,Walter de Gruyter GmbH
1092,DAYS OF FUTURE PAST,10.1002/9781119200055.ch9,"John Wiley & Sons, Inc."
1093,dCas9: A Versatile Tool For Epigenome Editing,10.21775/cimb.026.015,Caister Academic Press
1094,DEACTIVATION ON VEHICLE DEACTIVATION ON VEHICLE-AGED DIESEL AGED DIESEL OXIDATION CATALYSTS,10.1023/b:toca.0000029789.64784.47,Springer Science and Business Media LLC
1095,"Dear colleagues, Dear friends",10.1037/e578912011-010,American Psychological Association (APA)
1096,Death and serious injury from dark matter,10.1016/j.physletb.2020.135300,Elsevier BV
1097,De Bruijn Graph Assembly,10.17771/pucrio.acad.47791,Faculdades Catolicas
1098,Deciphering highly similar multigene family transcripts from Iso-Seq data with IsoCon,10.1101/246066,Cold Spring Harbor Laboratory
1099,Deciphering protein evolution and fitness landscapes with latent space models,10.1038/s41467-019-13633-0,Springer Science and Business Media LLC
1100,Deciphering the Large-Scale Environment of Radio Galaxies in the Local Universe II. A Statistical Analysis of eEnvironmental Properties,10.3847/1538-4365/ab799e,American Astronomical Society
1101,Decoding Sanger Sequencing Chromatograms from CRISPR-Induced Mutations,10.1007/978-1-4939-8991-1_3,Springer New York
1102,Decoupling gravitational sources by MGD approach in Rastall gravity,10.1016/j.dark.2020.100577,Elsevier BV
1103,Decreasing nitrite content in tobacco via expression of a nitrite reductase,10.1021/ic035403p.s001,American Chemical Society (ACS)
1104,Decreasing the immunogenicity of arginine deiminase enzyme via structure‐based computational analysis,10.1080/07391102.2018.1431151,Informa UK Limited
1105,Deep Archetypal Analysis,10.21437/interspeech.2018-1481,ISCA
1106,Deep Biosphere: Microbiome of the Deep Terrestrial Subsurface,10.1007/springerreference_187253,Springer-Verlag
1107,Deep Lake Explorer: A web application for crowdsourcing the classification of benthic underwater video from the Laurentian Great Lakes,10.1016/j.jglr.2020.07.009,Elsevier BV
1108,"Deep learning architectures in emerging cloud computing architectures: Recent development, challenges and next research trend",10.1016/j.asoc.2020.106582,Elsevier BV
1109,Deep learning-based shopper statuses in a cashier-less store,10.35940/ijrte.a2958.059120,Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP
1110,Deep Learning for Automated Classification and Characterization of Amorphous Materials,10.1039/c9sm01903k,Royal Society of Chemistry (RSC)
1111,Deep Learning for Natural Language Sequence Labelling Applied to Epigenomics,10.1007/978-1-4842-3733-5,Apress
1112,DeepMerge: Classifying High-redshift Merging Galaxies with Deep Neural Networks,10.1016/j.ascom.2020.100390,Elsevier BV
1113,DeepMood: Modeling Mobile Phone Typing Dynamics for Mood Detection,10.1145/3097983.3098086,ACM
1114,Deep Neural Network for Automatic Classification of Pathological Voice Signals,10.1016/j.jvoice.2020.05.029,Elsevier BV
1115,Defining Division of Labour in Microbial Communities,10.1057/9780230373754_6,Palgrave Macmillan UK
1116,Defining the role of mesenchymal stromal cells in treatment resistance in acute lymphoblastic leukaemia,10.1016/s1525-0016(16)36350-x,Elsevier BV
1117,De-identified interviews for the study: Data Challenges of Biomedical Researchers in the Age of Omics,10.7717/peerj.5553,PeerJ
1118,Deletion of hypoxia‐responsive microRNA‐210 results in a sex‐specific decrease in nephron number,10.1096/fj.201902767r,Wiley
1119,DENDRITIC CELLS ASSOCIATE WITH GROUP 3 INNATE LYMPHOID CELLS TO CONTROL INTESTINAL REGENERATION,10.14264/uql.2019.446,University of Queensland Library
1120,De novo assembly of bacterial genomes with repetitive DNA regions by dnaasm application,10.1186/s12859-018-2281-4,Springer Science and Business Media LLC
1121,De novo comparative transcriptome analysis of genes involved in fruit morphology of pumpkin cultivars with extreme size difference and development of EST-SSR markers,10.1016/j.gene.2017.04.035,Elsevier BV
1122,De novo gonad transcriptome analysis of the common littoral shrimp Palaemon serratus: novel insights into sex-related genes,10.1186/s12864-019-6157-4,Springer Science and Business Media LLC
1123,De novo large rare copy-number variations contribute to conotruncal heart disease in Chinese patients,10.1038/npjgenmed.2016.33,Springer Science and Business Media LLC
1124,De Novo Mutations in FOXJ1 Result in a Motile Ciliopathy with Hydrocephalus and Randomization of Left/Right Body Asymmetry,10.1016/j.ajhg.2019.09.022,Elsevier BV
1125,"De novo transcriptome assembly of the cubomedusa Tripedalia cystophora, including the analysis of a set of genes involved in peptidergic neurotransmission",10.1186/s12864-019-5514-7,Springer Science and Business Media LLC
1126,De novo transcriptome assembly of the digitate morphotype of Briareum asbestinum (Octocorallia: Alcyonacea) from the southwest shelf of Puerto Rico,10.1016/j.margen.2019.04.001,Elsevier BV
1127,Density Based Initialization Method for K-Means Clustering Algorithm,10.1063/1.5033710,Author(s)
1128,Density Profiles of 51 Galaxies from Parameter-Free Inverse Models of Their Measured Rotation Curves,10.3390/galaxies8010019,MDPI AG
1129,Department Environmental Modeling Sensing and Analysis–TNO,10.3997/2214-4609.201412341,EAGE Publications BV
1130,Derivation and maintenance of mouse haploid embryonic stem cells,10.1038/nature10448,Springer Science and Business Media LLC
1131,Design and Applications of Agile Factory AaaS Architecture Based on Container-based Virtualized Automation Control Unit,10.1016/j.procs.2019.04.083,Elsevier BV
1132,Design and characterization of camptothecin gel for treatment of epidermoid carcinoma,10.1186/s43094-020-00066-6,Springer Science and Business Media LLC
1133,Design and development of a chimeric vaccine candidate against zoonotic hepatitis E and foot-and-mouth disease,10.1186/s12934-020-01394-1,Springer Science and Business Media LLC
1134,Design and synthesis of phthalazine-based compounds as potent anticancer agents with potential antiangiogenic activity via VEGFR-2 inhibition,10.1080/14756366.2019.1642883,Informa UK Limited
1135,Design and synthesis of sulphonyl acetamide analogues of quinazoline as anticancer agents,10.1007/s00044-020-02533-4,Springer Science and Business Media LLC
1136,Design Framework for a Data Mart in the Neonatal Intensive Care Unit,10.1615/critrevbiomedeng.2018027067,Begell House
1137,Designing a Fusion Protein Vaccine Against HCV: An In Silico Approach,10.2174/1570164617999201014162235,Bentham Science Publishers Ltd.
1138,Designing a multi-epitope based vaccine to combat Kaposi Sarcoma utilizing immunoinformatics approach,10.1038/s41598-019-39299-8,Springer Science and Business Media LLC
1139,Designing a multi-epitope vaccine against blood-stage of Plasmodium falciparum by in silico approaches,10.1016/j.jmgm.2020.107645,Elsevier BV
1140,Designing a multi-epitopic vaccine against the enterotoxigenic Bacteroides fragilis based on immunoinformatics approach,10.1038/s41598-019-55613-w,Springer Science and Business Media LLC
1141,Designing a Novel Multi-epitope Peptide Vaccine Against Pathogenic Shigella spp. Based Immunoinformatics Approaches,10.1007/s10989-018-9698-5,Springer Science and Business Media LLC
1142,Designing a potent L1 protein-based HPV peptide vaccine; a bioinformatics approach,10.1016/j.compbiolchem.2020.107209,Elsevier BV
1143,Designing a vaccine for fascioliasis using immunogenic 24 kDa mu-class glutathione s-transferase,10.1016/j.meegid.2020.104352,Elsevier BV
1144,Designing B‐and T‐cell multi‐epitope based subunit vaccine using immunoinformatics approach to control Zika virus infection,10.1002/jcb.27110,Wiley
1145,"Designing, docking and molecular dynamics simulation studies of novel cloperastine analogues as anti-allergic agents: homology modeling and active site prediction …",10.1039/c9ra09245e,Royal Society of Chemistry (RSC)
1146,Designing for Collective Intelligence and Community Resilience on Social Networks,10.1007/978-3-642-04441-0_24,Springer Berlin Heidelberg
1147,Designing mobile technology for elderly. A theoretical overview,10.1016/j.techfore.2020.119977,Elsevier BV
1148,DESIGNING MULTI-EPITOPE SUBUNIT VACCINE FOR PSEUDOMONAS AERUGINOSA: IMMUNOINFORMATICS APPROACH,10.1016/j.micpath.2019.103791,Elsevier BV
1149,Designing novel epitope-based polyvalent vaccines against herpes simplex virus-1 and 2 exploiting the immunoinformatics approach,10.1080/07391102.2020.1803969,Informa UK Limited
1150,Designing of a next generation multiepitope based vaccine (MEV) against SARS-COV-2: Immunoinformatics and in silico approaches,10.37473/dac/10.1101/2020.02.28.970343,"Rescognito, Inc."
1151,Designing the recognition of Sn2+ ions and Antioxidants: N-Heterocyclic Organosilatranes and their magnetic nanocomposites,10.1039/c9nj06363c,Royal Society of Chemistry (RSC)
1152,Design of Peptides to Interfere with the RANK-TRAF6 Pathway: an Integrated Approach,10.1128/9781555817794.ch26,ASM Press
1153,"Design, synthesis, and anticancer evaluation of acetamide and hydrazine analogues of pyrimidine",10.1002/jhet.3867,Wiley
1154,"Design, synthesis, and biological evaluation of 1, 3, 5-trisubstituted pyrazoles as tyrosine kinase inhibitors",10.1007/s00044-018-2282-x,Springer Science and Business Media LLC
1155,"Design, synthesis and biological evaluation of matrine derivatives as potential anticancer agents",10.2174/1573406415666191022145534,Bentham Science Publishers Ltd.
